codmun;numero_unidades_locais;pessoal_ocupado_total;pessoal_ocupado_assalariado;salarios_e_outras_remuneracoes;salario_medio_mensal;numero_empresas_atuantes
220440;78;577;436;3907;1.7;77
220450;75;879;819;10654;3;73
220455;26;53;42;292;1.3;26
220460;17;178;168;1735;1.8;17
220465;46;448;402;3078;1.4;46
220470;86;497;419;3288;1.5;85
220480;94;375;303;2898;1.8;92
220490;90;261;225;1827;1.6;86
220500;84;398;351;2590;1.5;84
220510;184;498;341;13771;7.8;179
220515;61;236;214;1117;1;61
220520;167;699;555;4858;1.7;165
220525;18;198;187;1300;1.3;18
220527;37;149;138;1194;1.6;37
220530;29;219;198;895;0.9;29
220535;42;151;132;784;1.1;42
220540;100;406;345;2954;1.6;100
220545;23;148;139;1196;1.6;23
220550;346;1612;1355;13239;1.9;344
220551;47;243;215;2042;1.9;47
220552;22;212;199;1746;1.7;22
220553;29;184;162;1334;1.6;29
220554;14;95;86;763;1.7;14
220555;78;250;210;1823;1.7;78
220556;47;241;194;2139;2;47
220557;33;308;297;2067;1.3;33
220558;17;263;250;1686;1.3;17
220559;40;249;224;1744;1.6;40
220560;64;337;286;1632;1.1;64
220570;267;1502;1235;8643;1.4;259
220580;314;1180;907;6860;1.5;312
220585;40;361;342;2587;1.5;40
220590;70;292;238;1506;1.2;69
220595;70;309;246;2445;2;70
220600;40;216;189;1063;1.2;40
220605;35;180;170;1426;1.6;35
220610;61;406;343;1901;1.2;60
220620;150;379;294;2367;1.7;150
220630;10;117;99;905;1.8;10
220635;29;200;190;1486;1.5;29
220640;129;513;450;3464;1.4;129
220650;60;365;333;1823;1;60
220660;62;464;334;2311;1.3;60
220665;14;162;153;1111;1.5;14
220667;27;306;295;2293;1.6;27
220669;23;267;250;2258;1.7;23
220670;75;235;189;1343;1.3;68
220675;28;188;184;1513;1.7;28
220680;65;209;155;844;1;65
220690;55;264;234;1890;1.5;55
220695;7;123;119;967;1.4;7
220700;423;2423;1775;13828;1.4;406
220710;12;87;80;577;1.4;12
220720;65;207;146;1418;1.8;65
220730;54;179;146;1154;1.5;54
220735;24;108;87;731;1.5;24
220740;47;314;278;2547;2.6;47
220750;96;495;452;3362;1.4;96
220755;19;82;80;426;1;19
220760;62;384;332;2203;1.3;62
220770;2424;16597;13974;114476;1.6;2309
220775;12;130;120;854;1.3;12
220777;52;213;186;1520;1.6;52
220779;14;96;87;885;1.9;14
220780;336;986;751;8905;2.1;332
220785;35;35;9;61;1.3;35
220790;359;1777;1501;12197;1.5;352
220793;36;138;117;654;1;36
220795;43;178;163;1384;1.6;43
220800;1889;11163;8983;72346;1.6;1772
220810;106;490;406;3448;1.6;102
220820;230;1092;833;6471;1.5;227
220830;395;1215;877;8130;1.8;387
220840;788;4763;3922;34609;1.7;770
220850;65;314;271;2200;1.5;65
220855;5;125;123;1372;1.8;5
220860;14;117;107;1018;1.8;14
220865;89;223;199;2218;2.1;89
220870;60;267;228;1864;1.5;60
220880;176;833;702;6197;1.5;174
220885;19;196;172;1160;1.3;19
220887;23;132;108;863;1.5;23
220890;131;238;106;1872;2;130
220900;91;369;311;2282;1.4;89
220910;75;301;244;1345;1.1;75
220915;21;208;196;1054;1;21
220920;48;102;67;307;0.9;47
220930;43;275;243;2001;1.6;43
220935;13;141;132;709;1;13
220937;23;184;163;1589;1.8;23
220940;58;226;193;1530;1.5;58
220945;4;58;56;415;1.4;4
220950;17;197;152;835;1;16
220955;40;170;144;1156;1.5;40
220960;23;158;140;839;1.1;23
220965;45;212;187;1370;1.4;45
220970;22;225;145;916;1.2;22
220975;19;157;151;1206;1.5;19
220980;51;209;168;1225;1.4;51
220985;47;204;170;1370;1.5;47
220987;57;258;222;1548;1.3;57
220990;69;151;96;520;1;68
220995;41;249;166;1115;1.3;41
220997;36;301;283;2069;1.4;36
221000;402;1156;780;7129;1.8;383
221005;39;274;249;2162;1.6;39
221010;29;200;187;1600;1.6;28
221020;69;301;249;1853;1.4;68
221030;61;274;223;1641;1.3;61
221035;30;211;202;1136;1.1;30
221037;20;96;90;578;1.2;20
221038;10;113;108;557;1;10
221039;17;180;134;840;1.2;17
221040;183;348;217;1882;1.6;183
221050;84;712;642;6053;1.8;83
221060;582;2678;2128;16740;1.6;562
221062;13;176;171;450;0.5;13
221063;22;141;125;716;1.1;22
221065;69;390;360;2661;1.4;69
221070;71;561;498;3198;1.3;70
221080;288;700;472;3561;1.5;280
221090;48;259;199;1413;1.3;48
221093;32;226;197;1529;1.5;32
221095;10;127;119;625;1;10
221097;34;202;141;1248;1.6;34
221100;16559;242919;222890;3363368;2.9;15409
221110;512;2952;2553;33237;2.5;499
221120;347;1868;1427;14322;2;336
221130;455;1655;1249;11134;1.7;443
221135;23;97;84;784;1.8;23
221140;59;201;150;1527;2;58
221150;12;132;129;855;1.2;12
221160;24;128;114;777;1.3;24
221170;36;155;143;1028;1.4;36
230010;90;737;656;3018;0.9;90
230015;115;1471;1356;9872;1.4;114
230020;670;3090;2305;21459;1.7;660
230030;684;2350;1841;13421;1.5;673
230040;100;488;386;1401;0.7;100
230050;86;760;709;4331;1.2;86
230060;50;475;430;2864;1.3;50
230070;212;1142;918;3836;0.8;211
230075;338;2284;2025;18260;1.6;338
230080;103;553;462;2169;0.9;102
230090;157;807;662;5844;1.7;155
230100;974;13552;12461;103581;1.6;954
230110;1210;8314;6984;69498;1.8;1180
230120;302;1592;1346;12943;1.8;297
230125;210;760;565;4134;1.3;210
230130;213;967;831;7474;1.7;213
230140;113;1179;1146;5988;1.3;113
230150;101;379;300;1437;0.9;101
230160;225;1308;1104;6995;1.2;223
230170;289;2118;1897;9058;0.9;284
230180;74;457;385;2178;1;72
230185;193;1222;1089;10341;1.9;193
230190;674;6524;5838;45552;1.6;661
230195;213;1324;1150;10667;1.9;213
230200;131;1356;1243;8219;1.3;130
230205;94;1025;932;8063;1.8;92
230210;610;2364;1836;16727;1.7;603
230220;496;4499;3995;30776;1.6;486
230230;389;1748;1471;11793;1.6;387
230240;777;2962;2338;22319;1.7;771
230250;620;3171;2439;18269;1.3;603
230260;809;6073;5283;39087;1.3;795
230270;462;1596;1175;12084;1.4;461
230280;1223;6379;5209;49667;1.9;1216
230290;104;944;889;6630;1.6;104
230300;200;1120;961;7254;1.5;200
230310;90;824;734;3120;0.8;90
230320;264;1342;1134;9492;1.3;264
230330;264;1105;933;6278;1.3;263
230340;187;865;728;5804;1.6;187
230350;695;6302;5599;57232;1.8;683
230360;106;701;605;5159;1.7;104
230365;58;572;522;3388;1.2;58
230370;2946;23585;20429;211344;2;2878
230380;401;1687;1247;9931;1.7;399
230390;118;1761;1637;6273;0.7;113
230393;84;370;343;2571;1.5;84
230395;237;2083;1873;12962;1.4;235
230400;221;1587;1123;9348;1.4;217
230410;1382;5404;3796;40183;2;1357
230420;2205;16507;14208;137302;1.9;2140
230423;135;584;460;4896;1.5;132
230425;289;1497;1275;11122;1.7;286
230426;95;1020;532;3743;1.5;95
230427;39;609;576;3111;1;39
230428;1280;29810;27984;292938;2;1270
230430;219;1114;945;9220;1.6;217
230435;253;1693;1478;12610;1.5;251
230440;62060;685649;607256;9235668;2.9;58383
230445;147;747;562;7202;1.7;147
230450;143;1074;943;5727;1.2;142
230460;38;469;437;3472;1.4;38
230465;75;989;925;6751;1.4;75
230470;459;2777;2375;14332;1.1;454
230480;45;195;174;1098;1.2;45
230490;169;577;430;3590;1.6;169
230495;210;2086;1879;14317;1.4;208
230500;497;2708;2207;17057;1.5;490
230510;86;475;391;2350;1.4;86
230520;246;1540;1329;7522;1.1;245
230523;526;16221;15632;126589;1.5;521
230526;105;972;925;4983;1;103
230530;265;1426;1220;8582;1.4;262
230533;82;338;220;4776;1.1;82
230535;453;2312;1967;18211;1.8;453
230540;827;5074;4063;29195;1.5;809
230550;2204;13848;11518;90932;1.6;2149
230560;351;1886;1580;10507;1.3;347
230565;111;671;584;3557;1.1;111
230570;204;870;673;4845;1.4;201
230580;616;2532;1858;12881;1.6;609
230590;462;2056;1690;14735;1.4;458
230600;270;1225;992;6916;1.3;267
230610;267;1318;1151;8067;1.4;266
230620;78;493;420;3125;1.4;78
230625;289;2670;2350;21692;1.5;286
230630;624;5291;4672;28624;1.2;620
230640;1464;9085;7639;70660;1.5;1437
230650;209;804;679;7301;1.7;208
230655;574;3240;2322;19143;1.4;566
230660;275;886;692;6306;1.7;274
230670;253;1268;1101;6785;1.3;252
230680;147;754;611;4929;1.7;147
230690;662;2602;1920;18141;1.7;654
230700;344;3058;2708;22428;1.5;341
230710;282;1755;1548;11266;1.4;282
230720;110;687;603;2555;0.8;110
230725;307;1707;1357;9397;1.4;304
230730;5360;35616;29988;250171;1.6;5215
230740;233;1459;1260;9089;1.4;233
230750;369;1579;1310;12041;1.8;368
230760;1153;6140;4887;34574;1.3;1125
230763;304;1276;1038;9844;1.8;304
230765;3163;42959;39252;435472;2.1;3074
230770;1113;13589;12501;102151;1.6;1091
230780;389;2432;2069;15604;1.5;377
230790;106;1091;998;3825;0.7;106
230800;377;1802;1431;12052;1.6;369
230810;400;1862;1599;14291;1.4;397
230820;83;812;693;5043;1.4;83
230830;253;1726;1511;14218;1.6;251
230835;166;647;529;5630;2.1;164
230837;90;644;591;2739;0.9;90
230840;330;2317;1992;20542;2.2;325
230850;734;2351;1777;14370;1.4;731
230860;270;1084;924;5131;1;268
230870;676;5402;4710;43570;1.9;664
230880;45;668;504;2895;1.1;45
230890;242;1093;906;6799;1.5;237
230900;121;960;846;5014;1.1;120
230910;85;618;550;3696;1.3;85
230920;152;1235;1106;6788;1.1;152
230930;556;2174;1530;15912;1.9;546
230940;273;1561;1266;9720;1.5;270
230945;271;1182;912;8410;1.9;271
230950;226;1260;1014;7885;1.5;226
230960;815;7054;6138;52561;1.6;803
230970;452;6895;6392;60847;1.9;445
230980;137;704;573;5806;1.7;136
230990;78;676;602;2603;0.8;78
231000;49;598;559;3071;1.1;48
231010;61;366;308;1703;1.1;61
231020;444;3092;2674;37466;2.8;436
231025;364;3125;2738;17349;1.3;361
231030;276;692;514;2752;1;276
231040;121;967;852;5633;1.3;120
231050;669;2129;1524;14814;1.4;666
231060;100;617;526;3337;1.2;100
231070;380;2616;2261;16541;1.4;378
231080;184;956;794;6258;1.5;184
231085;220;2106;1838;10110;1.1;219
231090;221;601;454;4071;1.7;216
231095;56;431;383;2449;1.2;56
231100;157;718;586;5096;1.4;156
231110;179;1233;1121;6553;1.2;179
231120;90;730;649;4315;1.2;90
231123;67;396;344;2085;1.2;66
231126;263;1042;842;3305;0.7;262
231130;1281;7387;6226;57808;1.8;1255
231135;147;1246;1127;6986;1.4;146
231140;992;4795;3953;24311;1.2;976
231150;204;4079;3894;24668;1.5;201
231160;248;1683;1452;14889;2;242
231170;291;1286;1034;7436;1.4;289
231180;1028;12045;11097;78428;1.4;1010
231190;144;1048;924;4396;0.9;143
231195;123;790;680;6640;1;123
231200;194;1657;1501;11444;1.5;194
231210;125;1074;970;7751;1.5;124
231220;606;1666;1126;8245;1.5;601
231230;795;2959;2272;18885;1.6;786
231240;536;4464;3886;43238;2.2;529
231250;64;407;344;3922;1.8;64
231260;162;1080;919;5615;1.3;162
231270;458;2570;1676;14144;1.5;450
231280;66;320;262;1013;0.7;65
231290;2981;36053;32564;344549;2;2897
231300;260;1174;976;8784;1.7;257
231310;305;2083;1769;14971;1.7;295
231320;305;1378;1107;1571;0.3;304
231325;49;584;540;2082;0.7;48
231330;1253;4577;3422;25763;1.5;1233
231335;129;884;800;5580;1.3;129
231340;1310;5925;4452;33187;1.4;1286
231350;284;2851;2537;18042;1.4;279
231355;96;299;105;846;1.4;95
231360;529;3339;2841;23344;1.7;524
231370;54;540;485;1105;0.4;54
231375;122;779;660;8363;2;122
231380;150;2657;2502;14120;1.1;149
231390;130;929;817;5302;1.2;130
231395;306;1429;1118;7676;1.2;303
231400;592;2681;2163;11759;1;584
231410;759;2870;2305;18217;1.5;749
240010;263;1091;899;7536;1.6;252
240020;910;5431;4432;40655;1.7;887
240030;52;544;500;4492;1.7;52
240040;36;221;202;1623;1.3;36
240050;179;882;739;5225;1.3;179
240060;82;246;176;1284;1.4;82
240070;217;3820;3589;86656;4.5;217
240080;264;1039;776;7061;1.7;264
240090;66;330;279;1643;1.1;66
240100;504;2239;1820;16014;1.7;493
240110;347;4227;3835;41182;2.1;339
240120;79;3759;3688;41346;1.9;79
240130;122;494;435;3203;1.3;121
240140;80;5838;5753;29878;1;79
240145;167;2562;2375;12749;1.2;165
240150;22;218;205;1269;1.2;22
240160;34;412;316;2627;1.6;34
240165;12;281;274;2344;1.6;12
240170;67;395;335;3310;1.9;67
240180;99;645;552;5177;1.5;98
240185;42;341;308;2278;1.4;41
240190;20;326;312;2717;1.7;20
240200;1317;8934;7048;61725;1.6;1243
240210;78;1563;1497;8666;1.1;76
240220;259;2757;2503;20321;1.6;254
240230;295;1108;899;8792;1.8;290
240240;165;1228;1078;6230;1.1;165
240250;68;1043;989;9316;1.4;63
240260;630;6346;5651;46587;1.5;617
240270;103;625;548;5161;1.7;102
240280;30;327;304;1852;1.2;30
240290;27;265;258;1839;1.3;27
240300;97;831;745;5183;1.4;95
240310;797;5031;4130;36076;1.6;755
240320;47;336;311;2900;1.8;47
240325;2958;29678;26316;332401;2.4;2890
240330;39;236;211;1669;1.5;39
240340;135;637;532;4265;1.5;134
240350;43;443;404;2658;1.2;43
240360;173;1322;1139;9962;1.7;173
240370;59;302;268;2664;1.9;58
240375;34;227;200;1998;1.4;34
240380;153;587;445;3107;1.4;153
240390;44;192;178;1089;1.1;44
240400;39;329;295;1700;1.1;39
240410;22;395;372;5102;2.4;22
240420;255;2821;2558;24557;1.9;249
240430;109;953;867;13612;3;107
240440;96;841;730;7106;1.7;92
240450;203;3123;2939;79845;5.3;198
240460;41;786;761;7138;1.7;40
240470;134;2306;2210;20073;1.4;130
240480;18;231;228;1747;1.5;18
240485;73;829;749;6470;1.3;73
240490;64;391;356;2435;1.3;61
240500;77;447;378;2864;1.4;77
240510;51;627;596;3485;1.3;51
240520;77;434;358;2844;1.6;77
240530;34;252;223;1906;1.6;32
240540;41;317;281;2444;1.6;41
240550;18;211;192;1677;1.5;17
240560;236;1907;1575;10733;1.3;230
240570;328;1489;1075;9392;1.5;321
240580;404;2253;1862;15969;1.7;400
240590;18;173;157;869;1;18
240600;66;331;289;1798;1.2;65
240610;168;1478;1342;10863;1.6;157
240615;12;270;264;1667;1.3;12
240620;44;345;318;2822;1.6;44
240630;50;555;522;3426;1.5;49
240640;25;235;220;1671;1.4;25
240650;151;1359;1244;11104;1.7;150
240660;46;247;215;1951;1.7;45
240670;155;783;628;5805;1.7;154
240680;48;286;258;2186;1.5;47
240690;65;211;170;1638;1.4;65
240700;88;461;388;3350;1.6;88
240710;777;10317;9480;95027;1.8;756
240720;609;4020;3357;37310;2.1;593
240725;24;149;134;1130;1.5;24
240730;108;670;454;3442;1.5;108
240740;173;609;479;3839;1.5;168
240750;90;1571;1471;12347;1.6;90
240760;51;302;258;1807;1.3;47
240770;66;478;426;1045;0.5;64
240780;139;1182;1062;8421;1.5;137
240790;22;235;218;1579;1.4;22
240800;4810;54887;49211;725305;2.8;4569
240810;21982;302792;275335;4554309;3.2;20437
240820;287;1809;1532;11822;1.4;279
240830;489;2735;2233;18758;1.7;472
240840;45;219;186;2217;1.4;45
240850;96;557;395;3745;1.8;95
240860;23;220;204;1314;1.2;23
240870;29;343;316;2406;1.4;29
240880;35;295;280;2148;1.4;35
240890;777;2960;2292;16293;1.4;756
240895;64;654;612;4397;1.5;64
240910;102;863;795;6023;1.5;101
240920;20;336;288;1954;1.3;20
240930;164;662;518;4039;1.4;158
240933;35;289;267;2823;1.7;35
240940;776;3034;2262;18193;1.6;754
240950;31;312;290;2150;1.5;31
240960;30;325;309;2027;1.6;30
240970;63;278;199;3204;3;63
240980;67;794;743;7294;1.8;67
240990;127;1500;1355;12327;1.5;125
241000;37;184;157;1160;1.4;36
241010;62;515;471;4027;1.7;62
241020;72;402;362;3055;1.6;71
241025;37;811;782;7557;1.8;37
241030;53;375;346;4690;1.7;53
241040;43;590;551;4380;1.5;43
241050;49;156;131;1035;1.5;49
241060;34;239;216;1463;1.3;33
241070;29;200;183;1811;1.8;29
241080;27;260;250;1970;1.4;27
241090;42;401;369;2993;1.5;42
241100;30;221;204;1451;1.3;30
241105;59;510;393;2878;1.4;58
241110;14;293;283;2832;1.8;14
241120;512;2739;2214;18603;1.6;494
241140;186;933;774;6383;1.5;181
241142;62;302;271;2374;1.6;62
241150;246;1310;1081;11014;1.9;245
241160;35;365;255;2620;1.5;35
241170;20;432;426;3004;1.4;20
241180;33;402;291;1680;1.1;33
241190;44;356;328;1872;1.1;44
241200;545;9501;8813;107722;2.2;536
241210;84;447;407;2311;1.2;81
241220;371;3840;3441;32491;1.6;360
241230;121;673;578;4676;1.6;120
241240;60;363;268;1625;1.2;59
241250;238;1135;931;7879;1.6;235
241255;47;541;497;3631;1.5;47
241260;183;1393;1253;11054;1.7;182
241270;31;255;231;2512;1.6;29
241280;90;409;345;3107;1.6;90
241290;113;736;624;5609;1.7;113
241300;72;492;431;2989;1.4;72
241310;22;271;256;2296;1.6;21
241320;30;687;661;5003;1.4;29
241330;36;376;344;2386;1.1;34
241335;38;997;970;7225;1.4;38
241340;137;810;711;4257;1.1;133
241350;44;374;328;3961;2.3;42
241355;66;294;248;1940;1.4;66
241360;43;325;288;2379;1.5;42
241370;32;320;305;3021;1.7;32
241380;23;233;220;1324;1.1;23
241390;62;923;860;7548;1.4;61
241400;125;798;677;6242;1.8;125
241410;102;348;264;1504;1.1;101
241415;52;408;364;2374;1.3;51
241420;424;2628;2065;16396;1.5;412
241430;30;367;265;1453;1;30
241440;231;1999;1799;17521;1.9;229
241445;48;314;273;1880;1.2;48
241450;192;740;584;5072;1.7;188
241460;70;825;676;6606;2;70
241470;47;318;259;2528;1.6;47
241475;35;247;240;2019;1.3;35
241480;100;707;616;5238;1.7;96
241490;18;157;147;1118;1.4;18
241500;17;115;104;848;1.5;17
250010;86;469;407;3174;1.5;85
250020;59;428;372;2108;1.1;59
250030;295;1485;1175;9362;1.6;292
250040;170;1324;1053;10472;1.8;169
250050;133;678;583;4956;1.6;133
250053;25;214;196;2788;1.5;24
250057;13;305;297;2432;1.4;13
250060;146;2487;2329;30792;2.5;145
250070;254;890;648;5321;1.5;251
250073;29;211;195;1679;1.1;29
250077;87;420;366;2796;1.5;87
250080;83;943;874;6349;1.5;83
250090;107;691;604;3886;1.3;106
250100;149;902;795;5963;1.4;147
250110;220;1497;1289;10095;1.5;218
250115;12;163;160;1172;1.4;12
250120;79;385;314;2479;1.5;79
250130;145;934;801;7580;1.8;140
250135;32;246;223;1239;1;32
250140;65;587;522;4434;1.6;65
250150;167;1262;1113;8503;1.4;166
250153;64;319;282;2183;1.5;64
250157;32;472;461;3312;1.5;32
250160;153;841;724;6042;1.6;147
250170;23;96;76;552;1.4;23
250180;915;10520;9453;87867;1.8;902
250190;194;555;394;3752;1.8;190
250200;64;371;323;2658;1.6;64
250205;27;220;209;1689;1.5;27
250210;40;370;345;2245;1.3;40
250215;83;907;822;9001;2.1;83
250220;22;120;109;781;1.4;22
250230;91;343;280;2435;1.6;91
250240;109;465;367;2285;1.2;108
250250;271;885;652;5915;1.6;269
250260;70;489;455;3337;1.5;70
250270;25;350;324;2669;1.4;25
250280;173;746;593;4705;1.6;170
250290;101;459;358;2156;1.1;101
250300;119;4622;4506;35899;1.5;115
250310;65;341;285;2373;1.4;65
250320;1296;14657;12479;176817;2.7;1281
250330;57;437;387;2387;1.2;57
250340;20;171;162;911;1.1;20
250350;118;730;636;5305;1.6;116
250355;42;389;370;3250;1.7;42
250360;57;445;388;2998;1.4;56
250370;1342;6567;5022;43704;1.7;1287
250375;20;276;266;2152;1.6;20
250380;37;444;410;2531;1.1;36
250390;36;319;293;2313;1.5;36
250400;7798;74513;64800;810599;2.4;7402
250403;41;311;266;2307;1.6;40
250407;26;215;197;1954;1.8;26
250410;25;172;160;889;1;25
250415;35;426;394;3022;1.4;35
250420;36;304;271;1747;1.2;36
250430;663;2982;2163;15788;1.4;647
250435;34;336;312;2802;1.7;33
250440;299;1052;833;5200;1.2;299
250450;40;507;478;3979;1.6;40
250460;208;2745;2469;27404;2;207
250470;69;434;371;3046;1.6;69
250480;301;683;428;3867;1.7;296
250485;16;118;108;1383;2.1;16
250490;73;991;922;5651;1.2;73
250500;81;602;514;3397;1.3;80
250510;249;1338;1102;8318;1.7;246
250520;38;386;358;2770;1.4;38
250523;45;648;585;4111;1.3;45
250527;23;403;382;3125;1.6;23
250530;17;140;127;847;1.3;17
250535;27;246;227;2034;1.7;27
250540;94;509;438;3345;1.5;93
250550;19;196;183;1322;1.4;19
250560;76;338;283;1937;1.3;76
250570;53;427;382;4158;2.1;53
250580;40;244;210;1696;1.6;40
250590;13;241;221;1524;1.3;13
250600;550;3343;2820;23880;1.6;535
250610;84;531;484;3898;1.5;84
250620;23;214;202;1580;1.4;23
250625;33;338;319;2836;1.7;33
250630;1072;7832;6649;52230;1.5;1040
250640;101;887;793;6566;1.6;101
250650;49;306;260;1691;1.2;48
250660;69;260;213;1381;1.2;69
250670;107;450;390;2547;1.2;107
250680;159;1014;866;7475;1.6;156
250690;304;1916;1636;13008;1.5;303
250700;471;2044;1647;10469;1.2;466
250710;122;1072;962;8177;1.6;121
250720;61;762;715;5296;1.4;61
250730;142;906;770;5230;1.3;142
250740;79;431;375;2166;1.1;79
250750;16612;256445;232597;3392052;2.8;15776
250760;65;457;384;2530;1.2;65
250770;135;1004;866;4565;1;135
250780;102;519;445;2942;1.3;101
250790;88;423;338;2558;1.4;87
250800;85;562;490;3844;1.5;85
250810;59;300;263;2132;1.2;59
250820;59;450;398;3563;1.9;59
250830;252;1598;1350;9990;1.4;252
250840;20;245;237;1692;1.3;20
250850;28;44;22;239;2;28
250855;21;292;276;1819;1.2;21
250860;117;1492;1361;11109;1.5;115
250870;43;255;236;2031;1.6;43
250880;41;207;181;1466;1.6;41
250890;593;4738;4148;40524;1.9;586
250900;65;568;522;4132;1.6;65
250905;41;506;472;3781;1.5;41
250910;194;1330;1153;9215;1.6;193
250915;82;404;340;2285;1.3;82
250920;78;579;518;2960;1.1;78
250930;75;1128;1080;11280;2.6;75
250933;9;218;212;1503;1.3;9
250937;18;305;287;1992;1.3;18
250939;62;286;264;1871;1.4;62
250940;73;805;748;6043;1.5;72
250950;39;193;161;1502;1.7;39
250960;50;171;132;1018;1.2;50
250970;417;1967;1539;13261;1.6;413
250980;62;606;556;4488;1.5;62
250990;51;478;440;3612;1.5;49
251000;66;333;277;2890;1.4;66
251010;128;510;398;3142;1.5;128
251020;55;509;474;2591;1;55
251030;59;403;347;2352;1.3;58
251040;39;347;319;1845;1.1;39
251050;37;318;188;2028;1.5;37
251060;29;299;276;1834;1.2;29
251065;33;211;206;1673;1.5;33
251070;19;288;279;1584;1.1;19
251080;1825;10336;8409;76586;1.8;1778
251090;138;517;401;2835;1.4;134
251100;75;247;195;1392;1.4;75
251110;105;692;619;4356;1.3;105
251120;175;5121;4983;42433;1.6;174
251130;266;826;611;4086;1.3;266
251140;307;1368;1148;11269;1.9;305
251150;72;711;643;4650;1.5;72
251160;39;371;344;2788;1.5;39
251170;31;296;281;2511;1.7;31
251180;90;504;436;2681;1.2;90
251190;61;641;586;2471;0.8;61
251200;111;968;848;6413;1.5;109
251203;42;275;259;1709;1.2;42
251207;57;273;233;1635;1.3;57
251210;667;2244;1668;14550;1.7;647
251220;44;320;280;1679;1.2;43
251230;222;1229;1035;8055;1.5;216
251240;72;803;722;5263;1.4;70
251250;397;2732;2425;20913;1.6;394
251260;17;192;186;1696;1.7;17
251270;218;937;743;4795;1.2;212
251272;26;335;324;2728;1.6;25
251274;20;308;293;2239;1.4;20
251275;31;162;140;817;1;31
251276;28;315;299;2505;1.6;28
251278;17;216;206;1152;1.2;17
251280;86;395;311;2185;1.3;86
251290;256;2298;2047;15056;1.4;251
251300;39;214;201;1239;1.1;39
251310;45;522;490;3259;1.3;45
251315;64;336;277;1178;0.8;64
251320;71;362;310;2536;1.5;69
251330;63;411;348;2313;1.2;63
251335;50;264;240;1601;1.2;50
251340;308;1506;1223;9151;1.4;307
251350;63;62;9;89;2.1;63
251360;70;313;248;1720;1.3;70
251365;18;199;194;1062;1;18
251370;984;15723;14636;129665;1.7;969
251380;41;417;380;2755;1.4;41
251385;34;199;155;1147;1.4;34
251390;536;2124;1598;15102;1.8;516
251392;46;302;276;2105;1.4;46
